Time;Iterations;Result;Maximum;Minimum;Average;warmUp
0:01:16;472158;7017.2567676704875;383350.32853123156;81.36785072343937;6217.3427360721;false
0:01:17;481713;7008.6337958003705;383350.32853123156;81.36785072343937;6257.334651395183;false
0:01:18;491555;14960.11409181411;383350.32853123156;81.36785072343937;6299.825719471893;false
0:01:19;500641;13907.935033253872;383350.32853123156;81.36785072343937;6331.798871767345;false
0:01:20;509548;12695.294895196532;383350.32853123156;81.36785072343937;6360.725123865794;false
0:01:21;518978;8638.977476803482;383350.32853123156;81.36785072343937;6396.004325656423;false
0:01:22;528256;6443.701700428442;383350.32853123156;81.36785072343937;6427.150780568059;false
0:01:23;537992;8572.668669184915;383350.32853123156;81.36785072343937;6463.5828706837;false
0:01:24;546089;8642.749528278731;383350.32853123156;81.36785072343937;6482.846639769731;false
0:01:25;554216;8550.603454563505;383350.32853123156;81.36785072343937;6501.989035354868;false
0:01:26;562482;57961.23668413039;383350.32853123156;81.36785072343937;6522.248537179364;false
0:01:27;572144;6802.146839168204;383350.32853123156;81.36785072343937;6555.700919532181;false
0:01:28;582036;14292.151879267905;383350.32853123156;81.36785072343937;6590.369557393386;false
0:01:29;591961;7328.508682927015;383350.32853123156;81.36785072343937;6624.15224599493;false
0:01:30;601486;6550.080474288708;383350.32853123156;81.36785072343937;6650.833999531516;false
0:01:31;611034;6227.173904853391;383350.32853123156;81.36785072343937;6679.690592797072;false
0:01:32;620075;8860.177974394972;383350.32853123156;81.36785072343937;6702.868064794126;false
0:01:33;628180;8160.6871951473295;383350.32853123156;81.36785072343937;6717.682092241444;false
0:01:34;637091;4733.563788464229;383350.32853123156;81.36785072343937;6740.018457450801;false
0:01:35;646616;13957.83282871115;383350.32853123156;81.36785072343937;6768.295836023029;false
0:01:36;656740;15325.395697885571;383350.32853123156;81.36785072343937;6797.431949310144;false
0:01:37;665987;10003.69136211262;383350.32853123156;81.36785072343937;6821.346103166417;false
0:01:39;676086;8949.714329593457;388835.7480033284;81.36785072343937;6847.597343957161;false
0:01:40;685696;16595.93754683166;388835.7480033284;81.36785072343937;6872.083285979064;false
0:01:41;694492;8759.195184124414;388835.7480033284;81.36785072343937;6888.757573126091;false
0:01:42;702543;8750.49877843037;388835.7480033284;81.36785072343937;6900.043336949433;false
0:01:43;710748;8957.097384518605;388835.7480033284;81.36785072343937;6912.45995477417;false
0:01:44;718897;8797.368882914498;388835.7480033284;81.36785072343937;6924.2252005818145;false
0:01:45;727065;9224.380850332946;388835.7480033284;81.36785072343937;6935.922282421018;false
0:01:46;735185;8561.06845558753;388835.7480033284;81.36785072343937;6947.023702265492;false
0:01:47;744039;14203.223989813447;388835.7480033284;81.36785072343937;6964.295356037878;false
0:01:48;753607;14366.15242545188;388835.7480033284;81.36785072343937;6985.784089408329;false
0:01:49;762726;1099.3236257487274;388835.7480033284;81.36785072343937;7003.6929720520275;false
0:01:50;772105;8855.310339221258;388835.7480033284;81.36785072343937;7020.668108885224;false
0:01:51;780111;8738.585223052387;388835.7480033284;81.36785072343937;7029.449881295135;false
0:01:52;788221;8711.775018061688;388835.7480033284;81.36785072343937;7038.940447403679;false
0:01:53;796320;8441.882576958946;388835.7480033284;81.36785072343937;7048.226587916792;false
0:01:54;804432;8527.586058692987;388835.7480033284;81.36785072343937;7057.207008890647;false
0:01:55;812487;8118.634026835171;388835.7480033284;81.36785072343937;7065.8414258996;false
0:01:56;820721;93132.3289322099;388835.7480033284;81.36785072343937;7075.392827129273;false
0:01:57;830261;14108.511382746983;388835.7480033284;81.36785072343937;7094.256340097805;false
0:01:58;840053;16438.862391269253;388835.7480033284;81.36785072343937;7114.912265670892;false
0:01:59;849649;7056.49571600145;388835.7480033284;81.36785072343937;7133.03164042238;false
0:02:00;854479;9904.62244767784;388835.7480033284;81.36785072343937;7140.478376616551;false
